Name	Year	Decade	Abilities	AbilitiesCount	Partnerships	PartnershipsCount	URL	ImageURL	localFilePath	NameCaps	PartnershipsCaps	AbilitiesCaps
The Presence	1940	1940	Omnipotence,Omnipresence,Omniscience	3		0	https://en.wikipedia.org/wiki/Presence_(DC_Comics)	https://upload.wikimedia.org/wikipedia/en/f/fb/Presence_-_DC_Comics_%28character%29.png	img.dc_chars/232.png	THE PRESENCE		OMNIPOTENCE,OMNIPRESENCE,OMNISCIENCE
Rex the Wonder Dog	1952	1950	Ability to communicate to all humans,animals,longevity,exceptional strength,speed,stamina,intelligence,unspecified mystical powers/strengths	8		0	https://en.wikipedia.org/wiki/Rex_the_Wonder_Dog	https://upload.wikimedia.org/wikipedia/en/d/d9/RexTheWonderDog.jpg	img.dc_chars/233.jpg	REX THE WONDER DOG		ABILITY TO COMMUNICATE TO ALL HUMANS,ANIMALS,LONGEVITY,EXCEPTIONAL STRENGTH,SPEED,STAMINA,INTELLIGENCE,UNSPECIFIED MYSTICAL POWERS/STRENGTHS
Sea Devils	1960	1960		0		0	https://en.wikipedia.org/wiki/Sea_Devils_(comics)	https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Seadevilsdc.jpg/250px-Seadevilsdc.jpg	img.dc_chars/234.jpg	SEA DEVILS		
Snagglepuss	1959	1950		0		0	https://en.wikipedia.org/wiki/Snagglepuss	https://upload.wikimedia.org/wikipedia/en/thumb/9/9e/Snagglepuss.png/247px-Snagglepuss.png	img.dc_chars/235.png	SNAGGLEPUSS		
Spirit	1940	1940	Master detective and criminologist,Peak human physical and mental condition,Outstanding hand-to-hand combatant,Decelerated aging,Healing factor	5		0	https://en.wikipedia.org/wiki/Spirit_(comics_character)	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/TheSpirit11March1951.jpg/250px-TheSpirit11March1951.jpg	img.dc_chars/236.jpg	SPIRIT		MASTER DETECTIVE AND CRIMINOLOGIST,PEAK HUMAN PHYSICAL AND MENTAL CONDITION,OUTSTANDING HAND-TO-HAND COMBATANT,DECELERATED AGING,HEALING FACTOR
Silver St. Cloud	1977	1970		0		0	https://en.wikipedia.org/wiki/Silver_St._Cloud	https://upload.wikimedia.org/wikipedia/en/thumb/0/0d/Silver_St_Cloud_DC_Comics.png/250px-Silver_St_Cloud_DC_Comics.png	img.dc_chars/237.png	SILVER ST. CLOUD		
Stanley and His Monster	1966	1960		0		0	https://en.wikipedia.org/wiki/Stanley_and_His_Monster	https://upload.wikimedia.org/wikipedia/en/2/20/Stanley_and_His_Monster.jpg	img.dc_chars/238.jpg	STANLEY AND HIS MONSTER		
Static	1993	1990	"Electromagnetic phenomena generation and manipulation (colored light violet)
Electromagnetic manipulation
Electromagnetic energy field manipulation
Generation of electrostatic force-fields
Electrokinesis
Electrogenesis
Electroreception
Electrocommunication
Energy absorption and redirection/transmutation
Flight via electrostatic disc plate
Keen scientific mind
Expert strategist
Technopathy/Technokinesis/Mechanokinesis (via manipulation of electrical signals)
Regenerative healing
Electricity/Lightning empowerment
Electricity absorption
Electricity manipulation
Electrical energy manipulation
Electric charge manipulation
Electricity element control
Lightning manipulation
Lightning element control
Magnetic empowerment
Electronic disruption
Psionic immunity
Manipulation of subatomic particles
Data manipulation,Electromagnetic phenomena generation and manipulation (colored light violet),Electromagnetic manipulation,Electromagnetic energy field manipulation,Generation of electrostatic force-fields,Electrokinesis,Electrogenesis,Electroreception,Electrocommunication,Energy absorption and redirection/transmutation,Flight via electrostatic disc plate,Keen scientific mind,Expert strategist,Technopathy/Technokinesis/Mechanokinesis (via manipulation of electrical signals),Regenerative healing,Electricity/Lightning empowerment,Electricity absorption,Electricity manipulation,Electrical energy manipulation,Electric charge manipulation,Electricity element control,Lightning manipulation,Lightning element control,Magnetic empowerment,Electronic disruption,Psionic immunity,Manipulation of subatomic particles,Data manipulation"	28	Kid Flash, Aquagirl (Lorena Marquez),Wonder Girl,Robin,Blue Beetle,Miss Martian	6	https://en.wikipedia.org/wiki/Static_(DC_Comics)	https://upload.wikimedia.org/wikipedia/en/thumb/d/de/Static_%28Virgil_Hawkins%29.png/250px-Static_%28Virgil_Hawkins%29.png	img.dc_chars/239.png	STATIC	KID FLASH, AQUAGIRL (LORENA MARQUEZ),WONDER GIRL,ROBIN,BLUE BEETLE,MISS MARTIAN	"ELECTROMAGNETIC PHENOMENA GENERATION AND MANIPULATION (COLORED LIGHT VIOLET)
ELECTROMAGNETIC MANIPULATION
ELECTROMAGNETIC ENERGY FIELD MANIPULATION
GENERATION OF ELECTROSTATIC FORCE-FIELDS
ELECTROKINESIS
ELECTROGENESIS
ELECTRORECEPTION
ELECTROCOMMUNICATION
ENERGY ABSORPTION AND REDIRECTION/TRANSMUTATION
FLIGHT VIA ELECTROSTATIC DISC PLATE
KEEN SCIENTIFIC MIND
EXPERT STRATEGIST
TECHNOPATHY/TECHNOKINESIS/MECHANOKINESIS (VIA MANIPULATION OF ELECTRICAL SIGNALS)
REGENERATIVE HEALING
ELECTRICITY/LIGHTNING EMPOWERMENT
ELECTRICITY ABSORPTION
ELECTRICITY MANIPULATION
ELECTRICAL ENERGY MANIPULATION
ELECTRIC CHARGE MANIPULATION
ELECTRICITY ELEMENT CONTROL
LIGHTNING MANIPULATION
LIGHTNING ELEMENT CONTROL
MAGNETIC EMPOWERMENT
ELECTRONIC DISRUPTION
PSIONIC IMMUNITY
MANIPULATION OF SUBATOMIC PARTICLES
DATA MANIPULATION,ELECTROMAGNETIC PHENOMENA GENERATION AND MANIPULATION (COLORED LIGHT VIOLET),ELECTROMAGNETIC MANIPULATION,ELECTROMAGNETIC ENERGY FIELD MANIPULATION,GENERATION OF ELECTROSTATIC FORCE-FIELDS,ELECTROKINESIS,ELECTROGENESIS,ELECTRORECEPTION,ELECTROCOMMUNICATION,ENERGY ABSORPTION AND REDIRECTION/TRANSMUTATION,FLIGHT VIA ELECTROSTATIC DISC PLATE,KEEN SCIENTIFIC MIND,EXPERT STRATEGIST,TECHNOPATHY/TECHNOKINESIS/MECHANOKINESIS (VIA MANIPULATION OF ELECTRICAL SIGNALS),REGENERATIVE HEALING,ELECTRICITY/LIGHTNING EMPOWERMENT,ELECTRICITY ABSORPTION,ELECTRICITY MANIPULATION,ELECTRICAL ENERGY MANIPULATION,ELECTRIC CHARGE MANIPULATION,ELECTRICITY ELEMENT CONTROL,LIGHTNING MANIPULATION,LIGHTNING ELEMENT CONTROL,MAGNETIC EMPOWERMENT,ELECTRONIC DISRUPTION,PSIONIC IMMUNITY,MANIPULATION OF SUBATOMIC PARTICLES,DATA MANIPULATION"
Sugar and Spike	2020	2020		0		0	https://en.wikipedia.org/wiki/Sugar_and_Spike	https://upload.wikimedia.org/wikipedia/en/thumb/5/54/SugarandSpike1.jpg/250px-SugarandSpike1.jpg	img.dc_chars/240.jpg	SUGAR AND SPIKE		
Titans of Myth	1981	1980		0		0	https://en.wikipedia.org/wiki/Titans_of_Myth_(comics)	https://upload.wikimedia.org/wikipedia/en/thumb/7/7a/New_Teen_Titans_v1_12.png/250px-New_Teen_Titans_v1_12.png	img.dc_chars/241.png	TITANS OF MYTH		
Tomahawk	1947	1940	Tomahawk is well versed in American Indian languages,customs from many tribes,He is an excellent hand-to-hand fighter,well versed in the weapons of the era,He has a keen deductive ability,is an excellent horseman	6		0	https://en.wikipedia.org/wiki/Tomahawk_(character)	https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/Tomahawk15.png/250px-Tomahawk15.png	img.dc_chars/242.png	TOMAHAWK		TOMAHAWK IS WELL VERSED IN AMERICAN INDIAN LANGUAGES,CUSTOMS FROM MANY TRIBES,HE IS AN EXCELLENT HAND-TO-HAND FIGHTER,WELL VERSED IN THE WEAPONS OF THE ERA,HE HAS A KEEN DEDUCTIVE ABILITY,IS AN EXCELLENT HORSEMAN
Ebony White	1940	1940		0		0	https://en.wikipedia.org/wiki/Ebony_White	https://upload.wikimedia.org/wikipedia/en/thumb/9/9d/The_Spirit_10.jpg/250px-The_Spirit_10.jpg	img.dc_chars/243.jpg	EBONY WHITE		
Winky, Blinky, and Noddy	1942	1940		0		0	https://en.wikipedia.org/wiki/Winky,_Blinky,_and_Noddy	https://upload.wikimedia.org/wikipedia/en/thumb/e/ee/Winky_Blinky_Noddy.jpg/250px-Winky_Blinky_Noddy.jpg	img.dc_chars/244.jpg	WINKY, BLINKY, AND NODDY		
Zola	2011	2010		0		0	https://en.wikipedia.org/wiki/Zola_(DC_Comics)	https://upload.wikimedia.org/wikipedia/en/thumb/1/16/Zola_Wonder_Woman_vol_4_1.jpg/244px-Zola_Wonder_Woman_vol_4_1.jpg	img.dc_chars/245.jpg	ZOLA		
